"iso3c","year","measles_cases","population","MCV1_coverage","MCV2_coverage"
"COL","2005",0,42220940,94,73
"COL","2004",0,41648268,92,70
"COL","2003",0,41057687,93,70
"COL","2002",139,40454050,93,93
"COL","2001",3,39837875,93,83
"COL","2000",1,39215135,88,84
"COL","1999",44,38585033,79,NA
"COL","1998",61,37944414,78,NA
"COL","1997",67,37291946,80,NA
"COL","1996",160,36632573,90,NA
"COL","1995",410,35970101,95,NA
"COL","1994",525,35295461,84,NA
"COL","1993",9105,34614735,94,NA
"COL","1992",7976,33939039,74,NA
"COL","1991",10391,33272628,78,NA
"COL","1990",12520,32601393,82,NA
"COL","1989",12598,31923117,81,NA
"COL","1988",14801,31256727,74,NA
"COL","1987",20620,30603048,59,NA
"COL","1986",5180,29960101,45,NA
"COL","1985",5572,29326260,51,NA
"COL","1984",11849,28689032,51,NA
"COL","1983",13099,28042329,43,NA
"COL","1982",9273,27405194,28,NA
"COL","1981",19612,26785982,26,NA
"COL","1980",9222,26176195,13,NA
"COM","2023",51,852075,NA,NA
"COM","2022",4,836774,86,79
"COM","2021",0,821625,90,19
"COM","2020",0,806166,90,NA
"COM","2019",65,790986,90,NA
"COM","2018",0,776313,90,NA
"COM","2017",0,761664,90,NA
"COM","2016",0,746232,90,NA
"COM","2015",0,730216,90,NA
"COM","2014",0,714612,86,NA
"COM","2013",0,699393,85,NA
"COM","2012",1,684553,85,NA
"COM","2011",3,670071,79,NA
"COM","2010",0,656024,72,NA
"COM","2009",1,642493,79,NA
"COM","2008",0,629470,76,NA
"COM","2007",0,616899,65,NA
"COM","2006",85,604658,66,NA
"COM","2005",912,592683,67,NA
"COM","2004",0,581154,76,NA
"COM","2003",0,570130,67,NA
"COM","2002",0,559047,71,NA
"COM","2001",NA,547741,70,NA
"COM","2000",NA,536758,70,NA
"COM","1999",0,526443,69,NA
"COM","1998",0,515959,67,NA
"COM","1997",0,505033,49,NA
"COM","1996",0,494288,43,NA
"COM","1995",0,483760,69,NA
"COM","1994",2,473478,59,NA
"COM","1993",0,463318,56,NA
"COM","1992",0,452990,51,NA
"COM","1991",0,442277,40,NA
"COM","1990",2328,431119,87,NA
"COM","1989",170,419584,85,NA
"COM","1988",0,408070,40,NA
"COM","1987",0,396887,71,NA
"COM","1986",0,386068,71,NA
"COM","1985",0,375650,18,NA
"COM","1984",0,365664,42,NA
"COM","1983",0,356137,NA,NA
"COM","1982",0,347053,NA,NA
"COM","1981",0,337986,NA,NA
"COM","1980",1801,328328,NA,NA
"COG","2023",385,6106869,NA,NA
"COG","2022",6718,5970424,65,34
"COG","2021",160,5835806,68,31
"COG","2020",37,5702174,68,29
"COG","2019",66,5570733,73,9
"COG","2018",28,5441062,75,NA
"COG","2017",958,5312340,70,NA
"COG","2016",277,5186824,67,NA
"COG","2015",1359,5064386,80,NA
"COG","2014",71,4944861,80,NA
"COG","2013",124,4828066,80,NA
"COG","2012",260,4713257,80,NA
"COG","2011",315,4584216,83,NA
"COG","2010",4,4437884,75,NA
"COG","2009",1,4257230,63,NA
"COG","2008",2,4089602,69,NA
"COG","2007",84,3956329,59,NA
"COG","2006",126,3813323,61,NA
"COG","2005",146,3672839,54,NA
"COG","2004",3524,3543012,65,NA
"COG","2003",3712,3424653,50,NA
"COG","2002",2788,3331158,37,NA
"COG","2001",2152,3254101,35,NA
"COG","2000",1678,3134030,34,NA
"COG","1999",313,3016659,23,NA
"COG","1998",174,2937166,21,NA
"COG","1997",1267,2875037,18,NA
"COG","1996",3897,2816595,42,NA
"COG","1995",2381,2742309,38,NA
"COG","1994",226,2669220,47,NA
"COG","1993",693,2594168,55,NA
"COG","1992",4302,2520958,60,NA
"COG","1991",4042,2452675,64,NA
"COG","1990",3608,2385435,75,NA
"COG","1989",498,2319177,75,NA
"COG","1988",454,2253336,73,NA
"COG","1987",1420,2188654,69,NA
"COG","1986",6424,2124863,69,NA
"COG","1985",7600,2062555,67,NA
"COG","1984",18615,2001739,52,NA
"COG","1983",16642,1951851,59,NA
"COG","1982",12931,1911634,55,NA
"COG","1981",9668,1870540,49,NA
"COG","1980",11892,1829256,49,NA
"COK","2023",NA,NA,NA,NA
"COK","2022",NA,NA,61,51
"COK","2021",NA,NA,74,67
"COK","2020",NA,NA,87,82
"COK","2019",0,NA,99,98
"COK","2018",0,NA,99,99
"COK","2017",NA,NA,98,95
"COK","2016",NA,NA,90,90
"COK","2015",NA,NA,99,95
"COK","2014",NA,NA,98,98
"COK","2013",NA,NA,97,95
"COK","2012",0,NA,97,98
"COK","2011",0,NA,89,96
"COK","2010",0,NA,99,98
"COK","2009",0,NA,78,61
"COK","2008",0,NA,95,95
"COK","2007",1,NA,98,98
"COK","2006",6,NA,99,99
"COK","2005",0,NA,99,97
"COK","2004",0,NA,99,86
"COK","2003",17,NA,99,88
"COK","2002",0,NA,95,61
"COK","2001",0,NA,83,50
"COK","2000",2,NA,76,70
"COK","1999",0,NA,84,NA
"COK","1998",9,NA,97,NA
"COK","1997",194,NA,88,NA
"COK","1996",0,NA,72,NA
"COK","1995",7,NA,96,NA
"COK","1994",0,NA,72,NA
"COK","1993",3,NA,99,NA
"COK","1992",9,NA,87,NA
"COK","1991",61,NA,94,NA
"COK","1990",36,NA,67,NA
"COK","1989",691,NA,99,NA
"COK","1988",15,NA,92,NA
"COK","1987",16,NA,84,NA
"COK","1986",5,NA,70,NA
"COK","1985",50,NA,76,NA
"COK","1984",1,NA,65,NA
"COK","1983",4,NA,68,NA
"COK","1982",14,NA,NA,NA
"COK","1981",57,NA,NA,NA
"COK","1980",363,NA,NA,NA
"CRI","2023",1,5212173,NA,NA
"CRI","2022",0,5180829,90,75
"CRI","2021",0,5153957,89,69
"CRI","2020",0,5123105,95,81
"CRI","2019",10,5084532,95,93
"CRI","2018",0,5040734,94,93
"CRI","2017",0,4993842,96,93
"CRI","2016",0,4945205,93,87
"CRI","2015",0,4895242,93,90
"CRI","2014",1,4844288,95,90
"CRI","2013",0,4791535,91,92
"CRI","2012",0,4736593,90,95
"CRI","2011",0,4679926,83,80
"CRI","2010",0,4622252,83,79
"CRI","2009",0,4563127,81,84
"CRI","2008",0,4501921,89,89
"CRI","2007",0,4440019,90,NA
"CRI","2006",NA,4378172,90,NA
"CRI","2005",1,4315887,89,NA
"CRI","2004",0,4252800,88,NA
"CRI","2003",1,4188610,89,NA
"CRI","2002",0,4122623,94,NA
"CRI","2001",0,4053222,82,NA
"CRI","2000",0,3979193,82,NA
"CRI","1999",23,3901430,88,NA
"CRI","1998",27,3821421,83,NA
"CRI","1997",26,3739421,99,NA
"CRI","1996",24,3656234,84,NA
"CRI","1995",35,3572856,91,NA
"CRI","1994",0,3489152,87,NA
"CRI","1993",273,3405372,89,NA
"CRI","1992",2361,3321939,92,NA
"CRI","1991",6296,3239414,96,NA
"CRI","1990",76,3158253,90,NA
"CRI","1989",33,3079001,77,NA
"CRI","1988",358,3001461,97,NA
"CRI","1987",4004,2924595,93,NA
"CRI","1986",4534,2847849,90,NA
"CRI","1985",1,2771463,78,NA
"CRI","1984",11,2696200,76,NA
"CRI","1983",39,2622532,84,NA
"CRI","1982",167,2550780,87,NA
"CRI","1981",170,2481334,79,NA
"CRI","1980",1000,2414303,60,NA
"HRV","2023",3,3853200,NA,NA
"HRV","2022",0,3855641,90,90
"HRV","2021",0,3878981,89,90
"HRV","2020",0,4047680,91,91
"HRV","2019",52,4065253,93,95
"HRV","2018",23,4087843,93,95
"HRV","2017",7,4124531,89,95
"HRV","2016",4,4174349,90,96
"HRV","2015",206,4203604,93,96
"HRV","2014",NA,4238389,94,97
"HRV","2013",0,4255689,94,97
"HRV","2012",2,4267558,95,97
"HRV","2011",12,4280622,96,98
"HRV","2010",7,4295427,96,98
"HRV","2009",2,4305181,95,98
"HRV","2008",51,4309705,96,98
"HRV","2007",0,4310217,96,98
"HRV","2006",1,4311159,95,98
"HRV","2005",2,4310145,96,98
"HRV","2004",54,4304600,96,98
"HRV","2003",19,4303399,94,98
"HRV","2002",6,4302174,95,98
"HRV","2001",8,4299642,94,98
"HRV","2000",9,4468302,93,NA
"HRV","1999",31,4512597,92,NA
"HRV","1998",648,4532135,91,NA
"HRV","1997",240,4534920,91,NA
"HRV","1996",119,4557097,92,NA
"HRV","1995",697,4620030,92,NA
"HRV","1994",138,4652024,90,NA
"HRV","1993",87,4600463,90,NA
"HRV","1992",160,4575818,90,NA
"HRV","1991",117,4689022,NA,NA
"HRV","1990",119,4777368,NA,NA
"HRV","1989",NA,4767260,NA,NA
"HRV","1988",NA,4755207,NA,NA
"HRV","1987",NA,4739745,NA,NA
"HRV","1986",NA,4721446,NA,NA
"HRV","1985",NA,4701417,NA,NA
"HRV","1984",NA,4680285,NA,NA
"HRV","1983",NA,4658254,NA,NA
"HRV","1982",NA,4634234,NA,NA
"HRV","1981",NA,4611509,NA,NA
"HRV","1980",NA,4599782,NA,NA
"CUB","2023",0,11194449,NA,NA
"CUB","2022",0,11212191,99,99
"CUB","2021",0,11256372,99,99
"CUB","2020",0,11300698,98,99
"CUB","2019",0,11316697,99,99
"CUB","2018",0,11328244,99,99
"CUB","2017",0,11336405,99,99
"CUB","2016",0,11342012,99,99
"CUB","2015",0,11339894,99,99
"CUB","2014",0,11332026,99,98
"CUB","2013",NA,11321579,99,97
"CUB","2012",0,11309290,99,96
"CUB","2011",0,11298710,99,95
"CUB","2010",0,11290417,99,98
"CUB","2009",0,11283185,99,95
"CUB","2008",0,11276609,98,98
"CUB","2007",0,11269887,97,99
"CUB","2006",0,11260630,96,97
"CUB","2005",0,11246114,98,53
"CUB","2004",0,11225294,99,NA
"CUB","2003",0,11199217,99,NA
"CUB","2002",0,11170051,98,NA
"CUB","2001",0,11139127,96,NA
"CUB","2000",0,11105791,94,NA
"CUB","1999",0,11070094,96,NA
"CUB","1998",0,11033758,99,NA
"CUB","1997",0,10998129,96,NA
"CUB","1996",0,10963031,99,NA
"CUB","1995",1,10926703,99,NA
"CUB","1994",0,10887207,99,NA
"CUB","1993",2,10840934,96,NA
"CUB","1992",12,10783748,99,NA
"CUB","1991",17,10713812,99,NA
"CUB","1990",12,10626680,94,NA
"CUB","1989",12,10527187,98,NA
"CUB","1988",121,10425433,89,NA
"CUB","1987",858,10326910,99,NA
"CUB","1986",3312,10235480,80,NA
"CUB","1985",2874,10149044,85,NA
"CUB","1984",3315,10065539,82,NA
"CUB","1983",3287,9984591,94,NA
"CUB","1982",23408,9908874,55,NA
"CUB","1981",18387,9848560,49,NA
"CUB","1980",3924,9809107,48,NA
"CUW","2023",NA,147862,NA,NA
"CUW","2022",NA,149996,NA,NA
"CUW","2021",NA,152369,NA,NA
"CUW","2020",NA,154947,NA,NA
"CUW","2019",1,157441,NA,NA
"CUW","2018",0,159336,NA,NA
"CUW","2017",0,160175,NA,NA
"CUW","2016",NA,159664,NA,NA
"CUW","2015",NA,157980,NA,NA
"CUW","2014",NA,155909,NA,NA
"CUW","2013",NA,153822,NA,NA
"CUW","2012",NA,152088,NA,NA
"CUW","2011",NA,150831,NA,NA
"CUW","2010",NA,148703,NA,NA
"CUW","2009",NA,146833,NA,NA
"CUW","2008",NA,145880,NA,NA
"CUW","2007",NA,144056,NA,NA
"CUW","2006",NA,141239,NA,NA
"CUW","2005",NA,137658,NA,NA
"CUW","2004",NA,134192,NA,NA
"CUW","2003",NA,131897,NA,NA
"CUW","2002",NA,129205,NA,NA
"CUW","2001",NA,129047,NA,NA
"CUW","2000",NA,133860,NA,NA
"CUW","1999",NA,139428,NA,NA
"CUW","1998",NA,144472,NA,NA
"CUW","1997",NA,146956,NA,NA
"CUW","1996",NA,146306,NA,NA
"CUW","1995",NA,145139,NA,NA
"CUW","1994",NA,144630,NA,NA
"CUW","1993",NA,144299,NA,NA
"CUW","1992",NA,143912,NA,NA
"CUW","1991",NA,144403,NA,NA
"CUW","1990",NA,145400,NA,NA
"CUW","1989",NA,146937,NA,NA
"CUW","1988",NA,149254,NA,NA
"CUW","1987",NA,151456,NA,NA
"CUW","1986",NA,152662,NA,NA
"CUW","1985",NA,152711,NA,NA
"CUW","1984",NA,151940,NA,NA
"CUW","1983",NA,151159,NA,NA
"CUW","1982",NA,150101,NA,NA
"CUW","1981",NA,148629,NA,NA
"CUW","1980",NA,148041,NA,NA
"CYP","2023",0,1260138,NA,NA
"CYP","2022",0,1251488,86,88
"CYP","2021",1,1244188,86,88
"CYP","2020",1,1237537,86,88
"CYP","2019",6,1228836,86,88
"CYP","2018",15,1218831,90,88
"CYP","2017",3,1208523,90,88
"CYP","2016",0,1197881,90,88
"CYP","2015",0,1187280,90,88
"CYP","2014",10,1176995,86,88
"CYP","2013",0,1166968,86,88
"CYP","2012",1,1156556,86,88
"CYP","2011",0,1145086,87,88
"CYP","2010",18,1129686,87,88
"CYP","2009",0,1110974,87,88
"CYP","2008",1,1092390,87,89
"CYP","2007",0,1073873,87,93
"CYP","2006",0,1055438,87,NA
"CYP","2005",1,1037062,86,NA
"CYP","2004",0,1018684,86,NA
"CYP","2003",0,1000350,86,NA
"CYP","2002",0,982194,86,NA
"CYP","2001",NA,964830,86,NA
"CYP","2000",0,948237,86,NA
"CYP","1999",0,931600,87,NA
"CYP","1998",1,914660,89,NA
"CYP","1997",1,897471,90,NA
"CYP","1996",55,880058,90,NA
"CYP","1995",0,862418,83,NA
"CYP","1994",0,844444,82,NA
"CYP","1993",0,825986,81,NA
"CYP","1992",20,810431,80,NA
"CYP","1991",1,799061,78,NA
"CYP","1990",4,788500,77,NA
"CYP","1989",0,777592,76,NA
"CYP","1988",0,766412,74,NA
"CYP","1987",0,755021,91,NA
"CYP","1986",1,743446,60,NA
"CYP","1985",1,731664,43,NA
"CYP","1984",3,719678,25,NA
"CYP","1983",183,707477,19,NA
"CYP","1982",27,696227,21,NA
"CYP","1981",3,687170,28,NA
"CYP","1980",0,679327,29,NA
"CZE","2023",1,10873689,NA,NA
"CZE","2022",0,10672118,97,90
"CZE","2021",0,10505772,97,90
"CZE","2020",4,10697858,94,90
"CZE","2019",590,10671870,92,87
"CZE","2018",207,10629928,96,84
"CZE","2017",142,10594438,97,90
"CZE","2016",7,10566332,98,93
"CZE","2015",9,10546059,99,99
"CZE","2014",222,10525347,99,96
"CZE","2013",15,10514272,99,99
"CZE","2012",22,10510785,98,99
"CZE","2011",17,10496088,98,98
"CZE","2010",0,10474410,98,98
"CZE","2009",5,10443936,98,98
"CZE","2008",2,10384603,97,98
"CZE","2007",2,10298828,98,98
"CZE","2006",7,10238905,97,98
"CZE","2005",0,10211216,97,98
"CZE","2004",17,10197101,97,98
"CZE","2003",30,10193998,97,98
"CZE","2002",4,10196916,98,98
"CZE","2001",6,10216605,97,98
"CZE","2000",9,10255063,97,98
"CZE","1999",2,10283860,97,NA
"CZE","1998",19,10294373,95,NA
"CZE","1997",14,10304131,96,NA
"CZE","1996",10,10315241,97,NA
"CZE","1995",5,10327253,96,NA
"CZE","1994",9,10333587,97,NA
"CZE","1993",14,10329855,98,NA
"CZE","1992",416,10319123,NA,NA
"CZE","1991",839,10308578,NA,NA
"CZE","1990",2420,10333355,NA,NA
"CZE","1989",NA,10361068,NA,NA
"CZE","1988",NA,10355276,NA,NA
"CZE","1987",NA,10347318,NA,NA
"CZE","1986",NA,10342227,NA,NA
"CZE","1985",NA,10337118,NA,NA
"CZE","1984",NA,10330213,NA,NA
"CZE","1983",NA,10323856,NA,NA
"CZE","1982",NA,10314826,NA,NA
"CZE","1981",NA,10300591,NA,NA
"CZE","1980",NA,10304193,NA,NA
"CIV","2023",1361,28873034,NA,NA
"CIV","2022",1596,28160542,65,20
"CIV","2021",1837,27478249,68,1
"CIV","2020",600,26811790,66,NA
"CIV","2019",372,26147551,73,NA
"CIV","2018",453,25493988,75,NA
"CIV","2017",163,24848016,70,NA
"CIV","2016",45,24213622,73,NA
"CIV","2015",65,23596741,67,NA
"CIV","2014",50,22995555,59,NA
"CIV","2013",48,22469268,69,NA
"CIV","2012",137,22010712,74,NA
"CIV","2011",628,21562914,49,NA
"CIV","2010",441,21120042,64,NA
"CIV","2009",183,20677762,67,NA
"CIV","2008",12,20244449,63,NA
"CIV","2007",5,19817700,67,NA
"CIV","2006",11,19394057,73,NA
"CIV","2005",115,18970215,84,NA
"CIV","2004",3466,18544903,78,NA
"CIV","2003",4770,18116451,70,NA
"CIV","2002",5882,17683897,71,NA
"CIV","2001",5790,17245468,71,NA
"CIV","2000",5729,16799670,68,NA
"CIV","1999",4824,16345894,57,NA
"CIV","1998",12289,15858990,66,NA
"CIV","1997",9665,15335453,68,NA
"CIV","1996",20858,14810946,65,NA
"CIV","1995",30039,14299727,57,NA
"CIV","1994",NA,13802285,55,NA
"CIV","1993",7465,13316448,52,NA
"CIV","1992",14765,12838314,54,NA
"CIV","1991",9902,12369269,57,NA
"CIV","1990",17799,11910540,56,NA
"CIV","1989",18660,11462943,41,NA
"CIV","1988",16864,11043193,31,NA
"CIV","1987",34170,10663498,30,NA
"CIV","1986",23839,10309440,31,NA
"CIV","1985",8892,9964075,31,NA
"CIV","1984",5946,9621405,31,NA
"CIV","1983",7139,9282050,NA,NA
"CIV","1982",15605,8948119,NA,NA
"CIV","1981",14782,8621621,NA,NA
"CIV","1980",7633,8303810,NA,NA
"PRK","2023",0,26160821,NA,NA
"PRK","2022",0,26069416,0,0
"PRK","2021",NA,25971909,42,41
"PRK","2020",0,25867467,99,99
"PRK","2019",NA,25755441,98,98
"PRK","2018",0,25638149,98,99
"PRK","2017",0,25516321,99,98
"PRK","2016",0,25389611,99,98
"PRK","2015",0,25258015,98,85
"PRK","2014",3,25126131,99,76
"PRK","2013",0,25001819,99,76
"PRK","2012",0,24887770,99,76
"PRK","2011",0,24783789,99,76
"PRK","2010",0,24686435,99,76
"PRK","2009",0,24581509,98,75
"PRK","2008",8,24469047,98,75
"PRK","2007",3550,24356506,99,NA
"PRK","2006",0,24235761,96,NA
"PRK","2005",0,24100982,96,NA
"PRK","2004",0,23948930,95,NA
"PRK","2003",0,23781707,95,NA
"PRK","2002",0,23638411,98,NA
"PRK","2001",0,23512522,92,NA
"PRK","2000",NA,23367059,78,NA
"PRK","1999",0,23204498,63,NA
"PRK","1998",0,23023636,49,NA
"PRK","1997",0,22827373,34,NA
"PRK","1996",0,22614347,50,NA
"PRK","1995",0,22385536,67,NA
"PRK","1994",0,22105225,83,NA
"PRK","1993",0,21773017,99,NA
"PRK","1992",0,21439991,99,NA
"PRK","1991",0,21115534,98,NA
"PRK","1990",0,20799523,98,NA
"PRK","1989",0,20494965,99,NA
"PRK","1988",0,20197464,58,NA
"PRK","1987",0,19903893,35,NA
"PRK","1986",0,19613038,44,NA
"PRK","1985",0,19325487,38,NA
"PRK","1984",0,19045154,31,NA
"PRK","1983",0,18771363,30,NA
"PRK","1982",0,18502087,29,NA
"PRK","1981",0,18235202,31,NA
"PRK","1980",0,17973650,29,NA
"COD","2023",311500,102262808,NA,NA
"COD","2022",4380,99010212,56,NA
"COD","2021",54471,95894118,55,NA
"COD","2020",82290,92853164,62,NA
"COD","2019",333017,89906890,65,NA
"COD","2018",69693,87087355,64,NA
"COD","2017",45107,84283273,65,NA
"COD","2016",5092,81430977,63,NA
"COD","2015",5020,78656904,65,NA
"COD","2014",33711,76035588,69,NA
"COD","2013",88381,73460021,68,NA
"COD","2012",72029,70997870,69,NA
"COD","2011",133802,68654269,66,NA
"COD","2010",5407,66391257,66,NA
"COD","2009",57,64270232,65,NA
"COD","2008",12461,62249724,64,NA
"COD","2007",55577,60289422,64,NA
"COD","2006",80123,58381630,63,NA
"COD","2005",182485,56550247,61,NA
"COD","2004",44934,54815607,57,NA
"COD","2003",21956,53205639,49,NA
"COD","2002",30466,51662071,42,NA
"COD","2001",8072,50106657,35,NA
"COD","2000",8282,48616317,46,NA
"COD","1999",12135,47227238,15,NA
"COD","1998",15271,45895524,20,NA
"COD","1997",5766,44822198,20,NA
"COD","1996",9546,44118709,21,NA
"COD","1995",5443,43285791,27,NA
"COD","1994",12573,41511985,39,NA
"COD","1993",2749,39580844,33,NA
"COD","1992",63,38332302,25,NA
"COD","1991",NA,37194812,17,NA
"COD","1990",4564,35987541,38,NA
"COD","1989",11178,34825891,41,NA
"COD","1988",13214,33750052,44,NA
"COD","1987",14866,32712574,41,NA
"COD","1986",19430,31725132,39,NA
"COD","1985",19508,30800051,40,NA
"COD","1984",11385,29879852,30,NA
"COD","1983",21057,29005175,30,NA
"COD","1982",30775,28219219,25,NA
"COD","1981",38142,27457783,23,NA
"COD","1980",32596,26708686,18,NA
"DNK","2023",9,5946952,NA,NA
"DNK","2022",0,5903037,95,94
"DNK","2021",0,5856733,95,94
"DNK","2020",4,5831404,94,90
"DNK","2019",15,5814422,96,90
"DNK","2018",8,5793636,95,90
"DNK","2017",4,5764980,97,88
"DNK","2016",3,5728010,94,85
"DNK","2015",9,5683483,91,80
"DNK","2014",27,5643475,90,84
"DNK","2013",17,5614932,89,86
"DNK","2012",2,5591572,90,87
"DNK","2011",84,5570572,87,86
"DNK","2010",5,5547683,85,85
"DNK","2009",6,5523095,84,85
"DNK","2008",14,5493621,87,87
"DNK","2007",2,5461438,89,88
"DNK","2006",27,5437272,90,91
"DNK","2005",2,5419432,95,91
"DNK","2004",0,5404523,96,88
"DNK","2003",0,5390574,96,88
"DNK","2002",32,5375931,95,92
"DNK","2001",11,5358783,94,87
"DNK","2000",14,5339616,99,NA
"DNK","1999",NA,5321799,92,NA
"DNK","1998",NA,5304219,91,NA
"DNK","1997",61,5284991,84,NA
"DNK","1996",119,5263074,85,NA
"DNK","1995",20,5233373,88,NA
"DNK","1994",36,5206180,88,NA
"DNK","1993",115,5188628,81,NA
"DNK","1992",129,5171370,85,NA
"DNK","1991",162,5154298,86,NA
"DNK","1990",180,5140939,84,NA
"DNK","1989",405,5132594,80,NA
"DNK","1988",618,5129516,72,NA
"DNK","1987",6268,5127024,82,NA
"DNK","1986",23490,5120534,NA,NA
"DNK","1985",13187,5113691,NA,NA
"DNK","1984",21188,5111619,NA,NA
"DNK","1983",33242,5114297,NA,NA
"DNK","1982",15656,5117810,NA,NA
"DNK","1981",35651,5121572,NA,NA
"DNK","1980",28249,5123027,NA,NA
"DJI","2023",446,1136455,NA,NA
"DJI","2022",206,1120849,50,48
"DJI","2021",0,1105557,50,48
"DJI","2020",NA,1090156,62,60
"DJI","2019",NA,1073994,83,81
"DJI","2018",28,1057198,86,81
"DJI","2017",3,1040233,81,81
"DJI","2016",8,1023261,75,81
"DJI","2015",47,1006259,74,82
"DJI","2014",NA,989087,71,82
"DJI","2013",28,971753,80,82
"DJI","2012",709,954297,83,82
"DJI","2011",49,936811,84,NA
"DJI","2010",7,919199,85,NA
"DJI","2009",48,901103,84,NA
"DJI","2008",143,882886,73,NA
"DJI","2007",24,865196,74,NA
"DJI","2006",49,846947,67,NA
"DJI","2005",298,830861,65,NA
"DJI","2004",71,818373,60,NA
"DJI","2003",37,806411,66,NA
"DJI","2002",50,789129,62,NA
"DJI","2001",79,765490,49,NA
"DJI","2000",183,742033,50,NA
"DJI","1999",341,719371,23,NA
"DJI","1998",198,694920,21,NA
"DJI","1997",NA,667786,31,NA
"DJI","1996",410,644649,41,NA
"DJI","1995",8,629619,41,NA
"DJI","1994",NA,623477,42,NA
"DJI","1993",37,611231,41,NA
"DJI","1992",129,623197,41,NA
"DJI","1991",13,628521,53,NA
"DJI","1990",104,577173,85,NA
"DJI","1989",490,521104,75,NA
"DJI","1988",473,482337,68,NA
"DJI","1987",52,452272,22,NA
"DJI","1986",NA,424286,19,NA
"DJI","1985",108,400709,27,NA
"DJI","1984",1295,382156,20,NA
"DJI","1983",NA,367726,18,NA
"DJI","1982",31,355110,15,NA
"DJI","1981",4533,341316,NA,NA
"DJI","1980",NA,324121,NA,NA
"DMA","2023",0,73040,NA,NA
"DMA","2022",0,72737,83,89
"DMA","2021",0,72412,88,87
"DMA","2020",0,71995,92,90
"DMA","2019",0,71428,92,92
"DMA","2018",0,70823,84,81
"DMA","2017",0,70403,77,81
"DMA","2016",0,70075,96,92
"DMA","2015",0,70007,96,94
"DMA","2014",0,69371,94,89
"DMA","2013",0,68819,93,91
"DMA","2012",0,68888,99,94
"DMA","2011",0,68742,99,94
"DMA","2010",0,68755,99,95
"DMA","2009",0,68787,99,95
"DMA","2008",0,68782,99,95
"DMA","2007",0,68775,96,95
"DMA","2006",0,68742,97,99
"DMA","2005",0,68674,98,99
"DMA","2004",0,68574,99,99
"DMA","2003",0,68442,99,99
"DMA","2002",0,68262,99,99
"DMA","2001",0,68153,99,62
"DMA","2000",0,68346,99,NA
"DMA","1999",0,68698,99,NA
"DMA","1998",0,68938,98,NA
"DMA","1997",0,69081,99,NA
"DMA","1996",0,69166,99,NA
"DMA","1995",0,69201,99,NA
"DMA","1994",0,69198,99,NA
"DMA","1993",0,69169,99,NA
"DMA","1992",0,69112,99,NA
"DMA","1991",6,69141,98,NA
"DMA","1990",13,69481,88,NA
"DMA","1989",9,69975,88,NA
"DMA","1988",10,70397,90,NA
"DMA","1987",82,70808,87,NA
"DMA","1986",45,71215,97,NA
"DMA","1985",64,71596,93,NA
"DMA","1984",188,71936,85,NA
"DMA","1983",1,72269,63,NA
"DMA","1982",2,72626,43,NA
"DMA","1981",27,72932,NA,NA
"DMA","1980",0,72978,NA,NA
"DOM","2023",0,11332972,NA,NA
"DOM","2022",0,11228821,91,59
"DOM","2021",0,11117873,88,60
"DOM","2020",0,10999664,82,55
"DOM","2019",0,10881882,96,60
"DOM","2018",0,10765531,91,31
"DOM","2017",0,10647244,86,NA
"DOM","2016",0,10527592,85,NA
"DOM","2015",0,10405832,90,NA
"DOM","2014",0,10282115,88,NA
"DOM","2013",0,10157051,83,NA
"DOM","2012",0,10030882,88,NA
"DOM","2011",2,9903737,87,NA
"DOM","2010",0,9775755,85,NA
"DOM","2009",0,9648061,84,NA
"DOM","2008",0,9522948,83,NA
"DOM","2007",0,9402206,82,NA
"DOM","2006",0,9284168,81,NA
"DOM","2005",0,9164768,79,NA
"DOM","2004",0,9043127,81,NA
"DOM","2003",0,8919852,83,NA
"DOM","2002",0,8795101,86,NA
"DOM","2001",113,8669040,88,NA
"DOM","2000",253,8540791,85,NA
"DOM","1999",274,8411374,83,NA
"DOM","1998",14,8282126,80,NA
"DOM","1997",1,8150076,79,NA
"DOM","1996",0,8012314,79,NA
"DOM","1995",0,7869753,78,NA
"DOM","1994",3,7723934,76,NA
"DOM","1993",4637,7576074,75,NA
"DOM","1992",7650,7427340,73,NA
"DOM","1991",7512,7278402,72,NA
"DOM","1990",3477,7129004,70,NA
"DOM","1989",1505,6980033,65,NA
"DOM","1988",692,6834207,29,NA
"DOM","1987",499,6692720,71,NA
"DOM","1986",501,6554325,71,NA
"DOM","1985",4417,6417798,54,NA
"DOM","1984",4429,6282104,19,NA
"DOM","1983",2960,6147213,24,NA
"DOM","1982",3671,6014979,25,NA
"DOM","1981",3410,5885244,18,NA
"DOM","1980",9760,5755800,30,NA
"ECU","2023",0,18190484,NA,NA
"ECU","2022",0,18001000,74,60
"ECU","2021",0,17797737,65,58
"ECU","2020",0,17588595,81,70
"ECU","2019",0,17343740,83,76
"ECU","2018",19,17015672,83,74
"ECU","2017",0,16696944,81,73
"ECU","2016",1,16439585,86,64
"ECU","2015",0,16195902,84,76
"ECU","2014",0,15957994,85,59
"ECU","2013",0,15722989,97,70
"ECU","2012",72,15483883,96,81
"ECU","2011",257,15237728,94,92
"ECU","2010",0,14989585,95,91
"ECU","2009",0,14742766,97,99
"ECU","2008",1,14496797,98,NA
"ECU","2007",0,14251835,98,NA
"ECU","2006",0,14009061,97,NA
"ECU","2005",0,13770012,93,NA
"ECU","2004",0,13534593,99,NA
"ECU","2003",0,13301184,99,NA
